offerdate,sold_premium,offered_premium,purchase_price,purchase_date,item age,pricing_point,predictedconversionrate,plan_flag,plan_count,plansactive_lastyear_count,planscancelled_lastyear_count,claims_count,claim_amount,price_diff,IsModel,sale_flag,base_rate,manufacturerbrandname_enc,itemcategoryname_enc,itemsupercategorycode_enc
14/03/2023,,33.24,200,06/03/2023,8,@23%,0.03,0,0,0,0,0,0,-0.041522491,Yes,0,34.68,86,32,13
18/03/2023,,32.4,269.98,14/03/2023,4,@23%,0.33,1,1,1,0,,,-0.065743945,Yes,0,34.68,86,32,13
11/04/2023,,58.56,300,01/12/2021,496,@22%,0.24,0,0,0,0,0,0,0.29787234,Yes,0,45.12,12,37,4
09/03/2023,,67.68,530,07/07/2022,245,ASIS FEE,1,0,0,0,0,0,0,0,No,0,67.68,57,37,4
31/03/2023,71.04,71.04,250,17/03/2023,14,@22%,0.25,0,0,0,0,0,0,0.215605749,Yes,1,58.44,17,37,4
07/03/2023,,47.64,349,19/11/2021,473,@23%,0.25,0,0,0,0,0,0,0.232919255,Yes,0,38.64,56,14,12
04/03/2023,,40.2,112.59,04/03/2023,0,@23%,0.26,1,1,1,0,0,0,0.073717949,Yes,0,37.44,67,24,2
17/03/2023,,69.72,300,17/01/2023,59,@23%,0.11,0,0,0,0,0,0,0.215481172,Yes,0,57.36,16,11,1
07/04/2023,66.84,66.84,549,27/03/2022,376,@22%,0.68,1,5,5,0,4,476.72,0.298368298,Yes,1,51.48,57,16,12
05/04/2023,,47.64,300,15/12/2022,111,@22%,0.12,0,0,0,0,0,0,0.157434402,Yes,0,41.16,12,16,12
20/04/2023,48.12,48.12,500,28/11/2022,143,@22%,0.17,0,0,0,0,0,0,0.182890855,Yes,1,40.68,127,25,2
07/03/2023,,48.12,176.39,07/03/2023,0,@22%,0.08,0,0,0,0,0,0,0.005012531,Yes,0,47.88,17,12,4
01/04/2023,,69.72,699,11/03/2023,21,@23%,0.2,0,0,0,0,0,0,0.048736462,Yes,0,66.48,129,37,4
27/03/2023,,35.4,250,27/01/2023,59,@22%,0.14,0,0,0,0,0,0,0.156862745,Yes,0,30.6,7,15,12
12/04/2023,53.4,53.4,300,30/03/2023,13,@22%,0.17,0,0,0,0,0,0,0.183510638,Yes,1,45.12,34,16,12
06/03/2023,,63.6,319,06/02/2023,28,ASIS FEE,1,0,0,0,0,0,0,0,No,0,63.6,62,37,4
20/03/2023,69.72,69.72,419,03/12/2022,107,@22%,0.17,0,0,0,0,0,0,0.022887324,Yes,1,68.16,54,34,3
03/03/2023,,39.84,180,03/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,39.84,7,16,12
15/03/2023,,27.84,300,01/03/2023,14,@23%,0.18,0,0,0,0,0,0,0,Yes,0,27.84,12,9,2
27/03/2023,,41.16,400,06/03/2023,21,ASIS FEE,1,0,0,0,0,0,0,0,No,0,41.16,7,8,2
27/03/2023,,69.72,340,21/03/2023,6,@23%,0.26,0,0,1,1,0,0,0.096226415,Yes,0,63.6,57,37,4
08/03/2023,,31.92,219,08/02/2023,28,ASIS FEE,1,0,0,0,0,0,0,0,No,0,31.92,110,19,2
02/03/2023,,62.28,1200,02/03/2022,365,@23%,0.47,0,0,0,0,0,0,-0.001923077,Yes,0,62.4,85,37,4
05/04/2023,,79.44,679,20/03/2022,381,@22%,0.38,0,0,0,0,0,0,0.298039216,Yes,0,61.2,51,37,4
21/03/2023,,35.52,300,31/10/2022,141,@22%,0.1,0,0,0,0,0,0,0.142857143,Yes,0,31.08,71,29,2
16/03/2023,,31.32,250,02/03/2023,14,@23%,0.09,0,0,0,0,0,0,-0.018796992,Yes,0,31.92,12,19,2
27/03/2023,44.28,44.28,406.68,27/03/2023,0,@23%,0.71,1,5,6,0,3,255.09,-0.115107914,Yes,1,50.04,57,12,4
22/03/2023,,67.68,429.99,24/01/2023,57,ASIS FEE,1,0,0,0,0,0,0,0,No,0,67.68,57,37,4
31/03/2023,,48.24,464.01,30/03/2023,1,@22%,0.11,0,0,0,0,0,0,0.151862464,Yes,0,41.88,57,8,2
17/03/2023,,112.56,899,15/03/2023,2,@22%,0.22,1,1,1,0,0,0,0.299168975,Yes,0,86.64,74,34,16
16/03/2023,,53.4,320,16/03/2023,0,@22%,0.08,0,0,0,0,0,0,0.215846995,Yes,0,43.92,7,16,12
15/03/2023,,48.24,349.99,10/03/2023,5,@23%,0.09,0,0,0,0,0,0,0.049608355,Yes,0,45.96,57,11,1
28/03/2023,,53.4,300,14/03/2023,14,@22%,0.1,0,0,0,0,0,0,0.260623229,Yes,0,42.36,71,16,12
05/04/2023,,69.72,680,24/03/2023,12,@23%,0.12,0,0,0,0,0,0,0.048736462,Yes,0,66.48,56,16,12
28/03/2023,,38.04,300,24/02/2023,32,@22%,0.22,0,0,0,0,0,0,0.096885813,Yes,0,34.68,34,9,2
06/03/2023,,69.72,568.56,20/02/2023,14,@23%,0.11,0,0,0,0,0,0,-0.023529412,Yes,0,71.4,74,34,3
13/03/2023,,69.72,799.99,09/03/2023,4,@23%,0.22,0,0,0,0,0,0,0.030141844,Yes,0,67.68,129,36,4
13/03/2023,48.12,48.12,390,11/03/2023,2,@22%,0.08,0,0,0,0,0,0,-0.065268065,Yes,1,51.48,57,11,1
04/03/2023,31.92,31.92,900,25/07/2022,222,ASIS FEE,1,1,3,3,0,,,0,No,1,31.92,89,19,2
15/04/2023,,69.72,300,15/04/2023,0,@22%,0.11,0,0,0,0,0,0,0.094161959,Yes,0,63.72,7,37,4
20/03/2023,,136.8,1049,27/02/2023,21,@23%,0.08,0,0,0,0,0,0,0.299885975,Yes,0,105.24,74,34,3
19/04/2023,,48.12,500,19/04/2023,0,@22%,0.25,0,0,0,0,,,0.148997135,Yes,0,41.88,57,8,2
09/03/2023,47.76,47.76,500,09/03/2023,0,@23%,0.24,1,1,1,0,1,60,0.28802589,Yes,1,37.08,56,16,12
15/04/2023,,72,927.12,14/04/2023,1,@22%,0.07,0,0,0,0,0,0,0.176470588,Yes,0,61.2,129,8,2
23/03/2023,,52.56,239,03/03/2023,20,@22%,0.38,1,1,1,0,,,0.174262735,Yes,0,44.76,34,9,2
03/04/2023,47.76,47.76,500,03/01/2022,455,@22%,0.29,0,0,0,0,0,0,0.140401146,Yes,1,41.88,57,24,2
04/04/2023,,63.72,449.99,17/03/2023,18,@23%,0.08,0,0,0,0,0,0,0.298288509,Yes,0,49.08,12,37,4
30/03/2023,,48.12,569,17/12/2022,103,@22%,0.15,0,0,0,0,0,0,-0.065268065,Yes,0,51.48,62,11,1
16/04/2023,,50.16,300,20/02/2023,55,@23%,0.12,0,0,0,0,0,0,0.298136646,Yes,0,38.64,0,25,2
12/04/2023,,69.72,300,05/04/2023,7,@23%,0.15,0,0,0,0,0,0,0.19301848,Yes,0,58.44,56,37,4
30/03/2023,,26.52,300,12/01/2023,77,ASIS FEE,1,0,0,0,0,0,0,0,No,0,26.52,129,19,2
01/03/2023,,41.4,1200,20/11/2022,101,@22%,0.13,0,0,0,0,0,0,0.296992481,Yes,0,31.92,110,19,2
19/04/2023,,53.04,400,19/04/2021,730,ASIS FEE,1,1,1,1,0,0,0,0,No,0,53.04,11,37,4
25/03/2023,,32.64,169,26/11/2022,119,@22%,0.22,0,0,0,0,0,0,-0.180722892,Yes,0,39.84,7,11,1
06/04/2023,62.28,62.28,268.24,06/12/2022,121,@23%,0.16,0,0,0,0,0,0,-0.02259887,Yes,1,63.72,7,37,4
11/03/2023,,48.12,300,07/03/2023,4,@23%,0.13,0,0,0,0,,,-0.012315271,Yes,0,48.72,62,12,4
06/03/2023,,47.76,419.93,11/04/2023,-36,@23%,0.11,0,0,0,0,0,0,0.140401146,Yes,0,41.88,62,8,2
20/04/2023,,44.28,452.28,20/04/2023,0,@23%,0.09,0,0,0,0,0,0,-0.018617021,Yes,0,45.12,50,12,4
23/03/2023,62.28,62.28,391.14,03/03/2023,20,@23%,0.08,0,0,0,0,0,0,0.088050314,Yes,1,57.24,74,34,3
13/03/2023,,50.76,268.46,03/01/2023,69,@23%,0.58,1,3,3,0,,,0.041871921,Yes,0,48.72,57,12,4
14/04/2023,69.72,69.72,399,14/04/2023,0,@22%,0.22,0,0,0,0,0,0,0.096226415,Yes,1,63.6,57,37,4
24/04/2023,,47.28,330,20/04/2023,4,@22%,0.32,1,1,2,1,2,170.06,0.186746988,Yes,0,39.84,7,15,12
26/03/2023,,69.72,361.06,26/03/2023,0,@22%,0.17,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
03/04/2023,,69.72,258.97,03/04/2023,0,@22%,0.1,0,0,0,0,0,0,0.094161959,Yes,0,63.72,7,37,4
05/03/2023,,62.28,509.99,17/08/2022,200,@23%,0.27,0,0,0,0,0,0,-0.063176895,Yes,0,66.48,56,37,4
17/03/2023,,72.24,999,16/03/2023,1,@22%,0.11,0,0,0,0,0,0,0.157692308,Yes,0,62.4,85,37,4
23/03/2023,,48.12,444,07/02/2023,44,@23%,0.13,0,0,0,0,0,0,0.245341615,Yes,0,38.64,17,15,12
20/04/2023,49.08,49.08,326,21/12/2022,120,ASIS FEE,1,0,0,0,0,0,0,0,No,1,49.08,7,12,4
21/03/2023,,51,299,20/12/2022,91,@23%,0.16,0,0,0,0,0,0,0.295731707,Yes,0,39.36,57,14,12
28/02/2023,,34.92,300,24/11/2022,96,@22%,0.2,0,0,0,0,0,0,-0.058252427,Yes,0,37.08,129,15,12
29/03/2023,,43.44,300,29/03/2023,0,@23%,0.57,1,2,5,3,4,293.09,0.231292517,Yes,0,35.28,57,9,2
01/03/2023,69.72,69.72,200,01/03/2023,0,@22%,0.57,1,5,7,2,1,47,0.169014085,Yes,1,59.64,57,37,4
23/03/2023,71.4,71.4,491.99,23/03/2023,0,@23%,0.55,1,5,8,2,3,167.02,0.168958743,Yes,1,61.08,7,12,4
25/03/2023,,49.68,359,23/03/2023,2,@22%,0.08,0,0,0,0,0,0,0.246987952,Yes,0,39.84,7,14,12
05/04/2023,,48.24,369,05/04/2023,0,@22%,0.08,0,0,0,0,0,0,0.069148936,Yes,0,45.12,7,8,2
09/04/2023,,48.12,499,31/03/2023,9,@23%,0.08,0,0,0,0,0,0,0.066489362,Yes,0,45.12,129,11,1
08/03/2023,69.72,69.72,420,09/03/2022,364,@22%,0.6,1,1,1,0,,,0.094161959,Yes,1,63.72,7,37,4
03/03/2023,44.28,44.28,229,03/03/2023,0,@22%,0.14,0,0,0,0,0,0,-0.18722467,Yes,1,54.48,7,37,4
03/04/2023,,32.64,138,03/03/2023,31,@23%,0.33,0,0,0,0,0,0,0.011152416,Yes,0,32.28,22,9,2
09/04/2023,,34.68,300,19/03/2023,21,@23%,0.14,0,0,0,0,0,0,0.024822695,Yes,0,33.84,127,19,2
01/04/2023,,59.64,300,01/04/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,59.64,62,37,4
05/03/2023,,38.04,269,12/01/2023,52,@23%,0.15,0,0,0,0,0,0,0.136200717,Yes,0,33.48,105,19,2
23/04/2023,,48.12,220,01/04/2023,22,@22%,0.06,0,0,0,0,0,0,0.066489362,Yes,0,45.12,0,11,1
09/04/2023,,34.92,240,15/01/2023,84,@22%,0.2,0,0,0,0,0,0,-0.058252427,Yes,0,37.08,129,25,2
15/03/2023,,69.72,329,15/03/2023,0,@23%,0.1,0,0,0,0,0,0,0.094161959,Yes,0,63.72,7,37,4
13/04/2023,,47.28,406,13/04/2023,0,@22%,0.32,1,1,1,0,0,0,0.186746988,Yes,0,39.84,7,14,12
01/03/2023,48.12,48.12,699,16/12/2020,805,@22%,0.75,1,4,5,2,4,1181.93,0.207831325,Yes,1,39.84,110,12,4
08/03/2023,49.68,49.68,320,14/02/2023,22,@23%,0.12,0,0,0,0,0,0,0.037593985,Yes,1,47.88,56,12,4
12/04/2023,34.68,34.68,79,13/03/2023,30,@22%,0.39,1,1,1,0,,,0.074349442,Yes,1,32.28,21,9,2
03/03/2023,,48.12,558,30/01/2023,32,@23%,0.2,0,0,0,0,0,0,0.066489362,Yes,0,45.12,129,16,12
14/03/2023,,37.08,419.99,10/01/2023,63,ASIS FEE,1,0,0,0,0,0,0,0,No,0,37.08,129,19,2
09/04/2023,,48.12,399,08/04/2023,1,@22%,0.13,0,0,0,0,0,0,-0.137634409,Yes,0,55.8,74,37,4
13/04/2023,,66.48,398.19,13/04/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,66.48,56,37,4
28/03/2023,,69.72,399,26/03/2023,2,@23%,0.26,0,0,1,1,,,0.048736462,Yes,0,66.48,56,37,4
03/04/2023,,29.52,390,30/03/2023,4,@23%,0.6,1,2,3,1,0,0,-0.13986014,Yes,0,34.32,16,15,12
02/03/2023,34.92,34.92,266,28/02/2023,2,@23%,0.18,0,0,0,0,,,0.006920415,Yes,1,34.68,7,14,12
28/02/2023,,66.96,387,11/07/2022,232,@22%,0.24,0,0,0,0,0,0,0.297674419,Yes,0,51.6,45,16,12
15/03/2023,,45.6,279,13/03/2023,2,@23%,0.3,1,1,2,1,,,0.010638298,Yes,0,45.12,7,8,2
13/04/2023,,52.44,226.72,06/04/2023,7,@22%,0.34,1,1,2,1,2,283,-0.102669405,Yes,0,58.44,56,37,4
02/03/2023,,45.6,70,28/02/2023,2,@23%,0.08,0,0,0,0,0,0,-0.059405941,Yes,0,48.48,16,35,14
31/03/2023,,92.76,450,03/02/2022,421,@22%,0.68,1,1,2,1,1,93.75,0.299159664,Yes,0,71.4,123,34,3
28/03/2023,,69.72,279,03/03/2023,25,@22%,0.07,0,0,0,0,0,0,0.21802935,Yes,0,57.24,74,34,3
02/03/2023,,45.96,309.99,24/02/2023,6,ASIS FEE,1,0,0,0,0,0,0,0,No,0,45.96,62,11,1
17/03/2023,38.64,38.64,280,21/02/2023,24,ASIS FEE,1,1,4,4,0,0,0,0,No,1,38.64,89,24,2
14/03/2023,,32.64,300,07/03/2023,7,@23%,0.16,0,0,0,0,0,0,-0.1197411,Yes,0,37.08,129,25,2
13/04/2023,,50.76,305,18/03/2023,26,@23%,0.45,1,3,5,2,2,123.03,0.143243243,Yes,0,44.4,16,16,12
24/04/2023,,32.52,250,02/03/2023,53,@22%,0.38,1,1,1,0,,,-0.062283737,Yes,0,34.68,7,9,2
03/03/2023,,62.28,379,01/03/2023,2,@22%,0.05,0,0,0,0,0,0,0.088050314,Yes,0,57.24,74,34,3
14/04/2023,,48.12,384,31/03/2023,14,@23%,0.09,0,0,0,0,0,0,-0.071759259,Yes,0,51.84,129,11,1
24/03/2023,,53.4,229.99,03/03/2023,21,@23%,0.1,0,0,0,0,0,0,0.115288221,Yes,0,47.88,17,12,4
10/04/2023,,63.6,499,13/03/2023,28,@23%,0.24,0,0,0,0,0,0,-0.0433213,Yes,0,66.48,56,37,4
01/04/2023,48.12,48.12,1000,26/11/2021,491,@22%,0.23,0,0,0,0,0,0,0.245341615,Yes,1,38.64,12,24,2
08/04/2023,48.12,48.12,400,03/04/2023,5,@23%,0.08,0,0,0,0,0,0,-0.065268065,Yes,1,51.48,57,11,1
01/03/2023,,70.44,799.99,27/02/2023,2,ASIS FEE,1,0,0,0,0,0,0,0,No,0,70.44,129,36,4
03/04/2023,,32.28,255,31/03/2023,3,@22%,0.18,0,0,0,0,0,0,-0.069204152,Yes,0,34.68,0,9,2
16/04/2023,,47.76,350,15/12/2022,122,@23%,0.34,1,1,1,0,,,-0.054631829,Yes,0,50.52,17,16,12
03/03/2023,,48.12,400,21/02/2023,10,@22%,0.12,0,0,0,0,0,0,-0.065268065,Yes,0,51.48,57,11,1
01/04/2023,,32.76,45,21/03/2023,11,@23%,0.14,1,1,1,0,,,0.070588235,Yes,0,30.6,74,0,3
03/04/2023,,34.68,230,14/03/2023,20,ASIS FEE,1,0,0,0,0,0,0,0,No,0,34.68,86,32,13
13/03/2023,34.68,34.68,150,01/04/2022,346,ASIS FEE,1,0,0,0,0,0,0,0,No,1,34.68,129,9,2
17/03/2023,50.76,50.76,500,17/03/2023,0,@23%,0.54,1,3,3,0,0,0,-0.14889336,Yes,1,59.64,57,37,4
07/03/2023,,72.24,600,04/03/2023,3,@23%,0.11,0,0,0,0,0,0,0.180392157,Yes,0,61.2,0,37,4
24/03/2023,87.96,87.96,1200,23/03/2023,1,@23%,0.25,1,1,2,1,0,0,0.29964539,Yes,1,67.68,8,8,2
05/04/2023,,82.56,400,05/04/2023,0,@23%,0.23,0,0,1,1,0,0,0.298113208,Yes,0,63.6,62,37,4
23/03/2023,,36.12,400,14/03/2023,9,ASIS FEE,1,0,0,0,0,0,0,0,No,0,36.12,22,19,2
20/03/2023,,72,300,11/03/2023,9,@23%,0.08,0,0,0,0,0,0,0.298701299,Yes,0,55.44,98,34,3
22/03/2023,,53.4,390,22/03/2023,0,@22%,0.08,0,0,0,0,0,0,0.183510638,Yes,0,45.12,7,8,2
05/04/2023,,52.8,250,05/04/2023,0,@23%,0.16,0,0,0,0,0,0,-0.114688129,Yes,0,59.64,57,37,4
24/03/2023,,45.6,490.56,24/03/2023,0,@23%,0.4,1,1,3,2,,,0.088825215,Yes,0,41.88,57,8,2
06/03/2023,,48.6,750,01/03/2023,5,@23%,0.07,0,0,0,0,0,0,0.257763975,Yes,0,38.64,86,32,13
02/04/2023,,34.68,90,01/04/2023,1,ASIS FEE,1,0,0,0,0,0,0,0,No,0,34.68,56,35,14
01/03/2023,,48.12,999.99,31/01/2023,29,@22%,0.12,0,0,0,0,0,0,0.16909621,Yes,0,41.16,0,25,2
13/04/2023,,69.72,301.31,12/04/2023,1,@23%,0.17,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
20/03/2023,62.28,62.28,850,25/11/2022,115,@22%,0.17,0,0,0,0,0,0,0.097251586,Yes,1,56.76,102,8,2
29/03/2023,69.72,69.72,300,10/03/2023,19,@23%,0.55,1,2,3,1,3,683.78,0.143700787,Yes,1,60.96,127,37,4
06/03/2023,,47.76,380.3,06/03/2023,0,@22%,0.11,0,0,0,0,0,0,0.236024845,Yes,0,38.64,11,8,2
06/04/2023,,43.32,1127.17,30/03/2023,7,@22%,0.1,0,0,0,0,0,0,0.052478134,Yes,0,41.16,12,24,2
25/03/2023,69.36,69.36,311,03/03/2023,22,@23%,0.51,1,2,9,7,,,0.090566038,Yes,1,63.6,57,37,4
12/04/2023,,61.2,300,30/03/2023,13,ASIS FEE,1,0,0,0,0,0,0,0,No,0,61.2,0,37,4
08/03/2023,,48.12,419,25/02/2023,11,@23%,0.12,0,0,0,0,0,0,-0.137634409,Yes,0,55.8,74,37,4
06/04/2023,,34.68,149,06/04/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,34.68,86,32,13
25/03/2023,,48.12,442.34,25/03/2023,0,@23%,0.09,0,0,0,0,0,0,0.066489362,Yes,0,45.12,11,12,4
24/03/2023,,48.12,309,21/03/2023,3,@23%,0.09,0,0,0,0,0,0,-0.047505938,Yes,0,50.52,17,16,12
08/03/2023,,44.28,300,02/03/2023,6,@22%,0.25,0,0,1,1,0,0,0.255102041,Yes,0,35.28,57,19,2
17/03/2023,,38.64,229,07/02/2023,38,ASIS FEE,1,0,0,0,0,0,0,0,No,0,38.64,56,15,12
23/04/2023,,48.24,259,23/04/2023,0,@23%,0.22,0,0,0,0,0,0,-0.191146881,Yes,0,59.64,57,37,4
30/03/2023,,47.64,549,28/02/2023,30,@22%,0.19,0,0,0,0,0,0,0.087671233,Yes,0,43.8,51,12,4
20/03/2023,68.52,68.52,377.49,20/03/2023,0,@23%,0.34,1,1,1,0,,,0.077358491,Yes,1,63.6,57,37,4
24/04/2023,,48.12,400,22/04/2023,2,@22%,0.09,0,0,0,0,0,0,-0.019559902,Yes,0,49.08,7,16,12
08/04/2023,,47.76,400,08/01/2022,455,@23%,0.36,0,0,0,0,0,0,0.075675676,Yes,0,44.4,16,16,12
24/03/2023,,48.12,550,24/01/2023,59,@22%,0.19,0,0,0,0,0,0,0.098630137,Yes,0,43.8,54,14,12
06/03/2023,,47.76,491.92,24/02/2023,10,@23%,0.13,0,0,0,0,0,0,-0.019704433,Yes,0,48.72,57,12,4
23/04/2023,,48.12,300,20/04/2023,3,@23%,0.12,0,0,0,0,0,0,0.245341615,Yes,0,38.64,34,25,2
03/03/2023,,44.28,337.7,24/02/2023,7,@22%,0.28,1,1,1,0,0,0,0.234113712,Yes,0,35.88,7,25,2
02/03/2023,,69.72,499.99,16/02/2023,14,@23%,0.08,0,0,0,0,0,0,0.21802935,Yes,0,57.24,74,34,3
24/04/2023,45,45,270,24/04/2023,0,@22%,0.39,1,1,2,1,,,0.297577855,Yes,1,34.68,86,32,13
03/03/2023,32.52,32.52,439.99,17/02/2023,14,@22%,0.18,0,0,0,0,0,0,-0.062283737,Yes,1,34.68,129,24,2
28/03/2023,,69.72,300,28/03/2023,0,@22%,0.23,0,0,0,0,0,0,0.169014085,Yes,0,59.64,62,37,4
19/04/2023,,47.76,397.1,31/03/2023,19,@22%,0.12,0,0,0,0,0,0,0.140401146,Yes,0,41.88,57,8,2
15/03/2023,,47.28,279,15/03/2023,0,@23%,0.27,1,1,2,1,2,303.6,-0.012531328,Yes,0,47.88,56,12,4
20/04/2023,,53.64,300,20/01/2023,90,@23%,0.13,0,0,0,0,0,0,0.299418605,Yes,0,41.28,32,14,12
20/03/2023,67.68,67.68,450,20/03/2023,0,ASIS FEE,1,1,5,9,2,3,255.09,0,No,1,67.68,57,37,4
13/03/2023,,43.08,132,11/03/2023,2,@23%,0.25,1,1,1,0,,,0.242214533,Yes,0,34.68,86,32,13
14/03/2023,,37.56,279.99,01/03/2023,13,@23%,0.15,0,0,0,0,0,0,-0.045731707,Yes,0,39.36,57,14,12
09/03/2023,48.24,48.24,229,19/02/2023,18,@23%,0.1,0,0,0,0,0,0,0.151862464,Yes,1,41.88,57,25,2
25/03/2023,,34.68,100,24/03/2023,1,@23%,0.1,0,0,0,0,0,0,0.047101449,Yes,0,33.12,56,19,2
03/04/2023,47.76,47.76,473,30/03/2023,4,@23%,0.08,0,0,0,0,0,0,0.058510638,Yes,1,45.12,0,11,1
10/03/2023,,62.28,299,11/11/2022,119,@23%,0.25,0,0,0,0,0,0,0.044265594,Yes,0,59.64,57,37,4
20/03/2023,,69.48,300,20/01/2023,59,@23%,0.25,0,0,0,0,0,0,0.16498994,Yes,0,59.64,57,37,4
10/04/2023,,39.84,429,26/03/2023,15,ASIS FEE,1,0,0,0,0,0,0,0,No,0,39.84,7,14,12
29/03/2023,48.24,48.24,450,01/03/2022,393,@23%,0.8,1,1,1,0,0,0,0.151862464,Yes,1,41.88,57,8,2
03/04/2023,34.44,34.44,300,31/03/2023,3,@22%,0.16,0,0,0,0,0,0,0.298642534,Yes,1,26.52,34,19,2
09/03/2023,112.56,112.56,779,09/03/2023,0,@22%,0.1,0,0,0,0,0,0,0.299168975,Yes,1,86.64,74,34,3
06/03/2023,,39.6,149.99,03/03/2023,3,@23%,0.06,0,0,0,0,0,0,0.10367893,Yes,0,35.88,0,35,14
13/04/2023,,69.72,200,13/04/2023,0,@22%,0.12,0,0,0,0,0,0,0.19301848,Yes,0,58.44,56,37,4
01/04/2023,,32.52,90,14/10/2022,169,@23%,0.13,0,0,0,0,0,0,-0.028673835,Yes,0,33.48,124,35,14
24/04/2023,72.24,72.24,400,10/04/2023,14,@22%,0.32,1,5,16,5,3,385.03,0.086642599,Yes,1,66.48,17,36,4
05/04/2023,,47.76,200,02/04/2023,3,@22%,0.09,0,0,0,0,0,0,0.039164491,Yes,0,45.96,57,11,1
24/03/2023,,54,379,23/03/2023,1,@23%,0.08,0,0,0,0,,,0.127819549,Yes,0,47.88,56,12,4
05/04/2023,,52.68,349,05/04/2023,0,@23%,0.11,0,0,0,0,0,0,-0.00678733,Yes,0,53.04,7,37,4
07/03/2023,,32.28,200,06/03/2023,1,@22%,0.08,0,0,0,0,,,-0.069204152,Yes,0,34.68,86,32,13
28/02/2023,,48.24,409,15/02/2023,13,@23%,0.14,0,0,0,0,0,0,0.151862464,Yes,0,41.88,62,8,2
02/04/2023,47.76,47.76,689.99,27/03/2023,6,@22%,0.51,1,2,2,0,0,0,0.058510638,Yes,1,45.12,129,25,2
10/04/2023,69.48,69.48,600,10/04/2022,365,@22%,0.46,0,0,0,0,0,0,0.16498994,Yes,1,59.64,57,16,12
27/03/2023,32.4,32.4,300,13/03/2023,14,@22%,0.19,0,0,0,0,0,0,0.003717472,Yes,1,32.28,21,15,12
21/03/2023,,53.4,500,21/03/2023,0,@22%,0.09,0,0,0,0,0,0,0.08801956,Yes,0,49.08,7,16,12
10/03/2023,,35.4,300,29/04/2022,315,@22%,0.56,1,1,3,2,0,0,0.271551724,Yes,0,27.84,89,9,2
07/03/2023,53.4,53.4,270,05/03/2023,2,@22%,0.5,1,2,3,1,1,87.75,0.202702703,Yes,1,44.4,16,16,12
08/03/2023,,49.68,370,14/09/2022,175,@22%,0.17,0,0,0,0,0,0,0.131147541,Yes,0,43.92,7,16,12
26/03/2023,,48.12,299,06/03/2023,20,@23%,0.09,0,0,0,0,0,0,0.16909621,Yes,0,41.16,7,11,1
03/04/2023,,53.4,423,03/06/2022,304,@22%,0.7,1,3,4,1,2,276.09,0.096059113,Yes,0,48.72,57,12,4
30/03/2023,,69.72,300,09/12/2022,111,@23%,0.19,0,0,0,0,0,0,0.030141844,Yes,0,67.68,0,36,4
06/03/2023,,48.72,350,06/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,48.72,57,12,4
15/04/2023,,69.72,350,14/04/2023,1,@22%,0.08,0,0,0,0,0,0,0.048736462,Yes,0,66.48,5,37,4
29/03/2023,,36.6,325,10/03/2023,19,ASIS FEE,1,0,0,0,0,0,0,0,No,0,36.6,62,15,12
31/03/2023,69.72,69.72,338.06,10/12/2021,476,@23%,0.26,0,0,0,0,0,0,0.094161959,Yes,1,63.72,7,37,4
05/04/2023,52.8,52.8,239.99,06/03/2023,30,@23%,0.2,0,0,0,0,0,0,0.179624665,Yes,1,44.76,34,9,2
10/04/2023,,48.12,300,06/04/2023,4,@23%,0.09,0,0,0,0,0,0,0.066489362,Yes,0,45.12,34,11,1
24/03/2023,,35.04,300,28/10/2022,147,@23%,0.26,0,0,0,0,0,0,0.010380623,Yes,0,34.68,34,9,2
04/04/2023,,48.12,528.46,04/04/2023,0,@23%,0.15,0,0,0,0,,,-0.019559902,Yes,0,49.08,7,16,12
07/03/2023,,53.4,329,22/12/2022,75,@23%,0.2,0,0,0,0,0,0,0.161879896,Yes,0,45.96,62,16,12
20/03/2023,56.64,56.64,399,01/11/2022,139,@22%,0.2,0,0,0,0,0,0,0.1002331,Yes,1,51.48,62,16,12
30/03/2023,,53.4,399,29/03/2023,1,@23%,0.08,0,0,0,0,0,0,0.08801956,Yes,0,49.08,7,16,12
11/04/2023,,43.44,290,11/04/2023,0,@23%,0.43,1,2,3,1,3,420.24,-0.114914425,Yes,0,49.08,7,12,4
23/03/2023,51.72,51.72,424,18/03/2023,5,@23%,0.08,0,0,0,0,0,0,0.298192771,Yes,1,39.84,7,14,12
05/04/2023,,32.52,279.99,31/03/2023,5,@23%,0.2,0,0,0,0,0,0,-0.062283737,Yes,0,34.68,129,9,2
28/03/2023,59.64,59.64,323.94,12/03/2023,16,@23%,0.52,1,2,4,2,2,170.06,-0.064030132,Yes,1,63.72,7,37,4
29/03/2023,69.72,69.72,260,25/02/2023,32,@22%,0.5,1,3,4,1,0,0,0.215481172,Yes,1,57.36,16,11,1
24/04/2023,,53.04,469,22/03/2023,33,@23%,0.59,1,2,5,3,0,0,0,Yes,0,53.04,11,37,4
06/04/2023,,79.44,300,20/05/2022,321,@22%,0.49,1,1,1,0,,,0.298039216,Yes,0,61.2,34,37,4
